ray_id,event_index,event_type,layer_index,x,y,z,dir_x,dir_y,dir_z,energy_kev,intensity,cumulative_distance,cumulative_steering_deg
1,1,layer_enter,0,-2.220446049250313e-16,-4.440892098500626e-16,0.0,0.18257418583505536,0.3651483716701107,0.9128709291752768,60.0,1.0,10.954451150103322,0.0
1,2,layer_exit,0,-2.220446049250313e-16,-4.440892098500626e-16,0.0,0.1984781733829824,0.36514837167011077,0.9095455356150245,60.0,0.98,10.954451150103322,1.0
1,3,layer_enter,1,0.545542157075109,1.0036561045379695,2.5,0.1984781733829824,0.36514837167011077,0.9095455356150245,60.0,0.98,13.703076592269369,1.0
1,4,layer_exit,1,0.545542157075109,1.0036561045379695,2.5,0.21432170255659563,0.3651483716701107,0.905943085673658,60.0,0.9603999999999999,13.703076592269369,2.0
1,5,layer_enter,2,1.1369747369629128,2.011303211305684,5.0,0.21432170255659563,0.3651483716701107,0.905943085673658,60.0,0.9603999999999999,16.462631844176837,2.0
1,6,layer_exit,2,1.1369747369629128,2.011303211305684,5.0,0.2300999472634293,0.36514837167011077,0.9020646766923279,60.0,0.9411919999999999,16.462631844176837,3.0
1,7,layer_enter,3,1.7746783107996444,3.023282676594773,7.5,0.2300999472634293,0.36514837167011077,0.9020646766923279,60.0,0.9411919999999999,19.234051748531087,3.0
1,8,layer_exit,3,1.7746783107996444,3.023282676594773,7.5,0.2458081012972982,0.3651483716701107,0.8979114900719803,60.0,0.9223681599999999,19.234051748531087,4.0
1,9,layer_enter,4,2.4590667611512296,4.03994293684169,10.0,0.2458081012972982,0.3651483716701107,0.8979114900719803,60.0,0.9223681599999999,22.018290537812632,4.0
1,10,layer_exit,4,2.4590667611512296,4.03994293684169,10.0,0.2614413798023154,0.3651483716701107,0.893484790913493,60.0,0.9039207967999998,22.018290537812632,5.0
1,11,detector_hit,,5.3851532761216685,8.126731826631133,20.0,0.2614413798023154,0.3651483716701107,0.893484790913493,60.0,0.9039207967999998,33.21042285130849,5.0
2,0,emitted,,0.0,-4.0,-10.0,0.0,0.3713906763541037,0.9284766908852593,60.0,1.0,0.0,0.0
2,1,layer_enter,0,0.0,-4.440892098500626e-16,0.0,0.0,0.3713906763541037,0.9284766908852593,60.0,1.0,10.770329614269007,0.0
